what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226250899250
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226250909984
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.gotoLastEditPosition,1226250925750
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226250931828
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226250959328
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1226250961015
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1226250961390
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1226250961921
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1226250963609
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1226250963906
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1226250964828
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226250968281
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226250970765
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1226250978921
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1226250989343
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1226250992859
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1226250998500
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226251000609
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226251024000
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226251039062
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226251055203
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1226251060796
executed,command,,,AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction,1226251064890
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1226251073906
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1226251079062
