what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1225982488687
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1225982490406
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1225982493718
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1225982496437
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1225982500375
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1225982501875
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1225982502437
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1225982503421
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1225982504187
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1225982509328
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1225982515875
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1225982517734
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1225982521234
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1225982522546
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1225982530875
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals,1225982535484
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1225982542484
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1225982542953
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals,1225982544687
started,bundle,org.eclipse.mylyn.java.tasks,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.java.tasks,1225982544750
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals,1225982546078
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1225982548421
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1225982548671
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1225982551687
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1225982553234
