what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224676729625
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224676729625
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224676729937
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224676750312
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224676753671
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1224676758750
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224676765109
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224676766859
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224676767046
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224676767093
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224676776937
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224676823156
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224676823156
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224676823203
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224677084687
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1224677088093
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1224677093437
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224677094390
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224677098968
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224677100750
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224677100937
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224677101015
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224677748234
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1224677749312
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1224677776328
