what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226251080812
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226251081062
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1226251083890
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226251096515
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226251096687
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1226251098031
executed,command,,,AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction,1226251101640
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226251103921
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226251104859
activated,perspective,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugPerspective,1226251107093
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226251108875
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226251108890
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226251108984
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226251118671
activated,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1226251125593
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.Resume,1226251125687
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226251131109
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226251131109
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226251131218
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226251133218
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.Resume,1226251133296
opened,editor,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor,1226251133687
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226251135734
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226251135734
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226251135843
