what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226253770109
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226253770375
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226253775953
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226253794546
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226253794546
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226253794640
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226253811250
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1226253817234
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1226253817609
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1226253822343
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226253833265
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226253837734
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.edit.text.java.move.element,1226253837750
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.cut,1226253840171
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1226253841562
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226253851562
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226253862593
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1226253862781
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1226253862875
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1226253864968
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1226253866468
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.saveAll,1226253869500
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.edit.text.java.organize.imports,1226253870531
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1226253873187
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1226253877781
